Gender, Age, Debt, Married_status, BankCustomer, EducationLevel, Ethnicity, YearsEmployed, NoPriorDefault, Employed, CreditScore, DriversLicense, Citizen, ZipCode, Income,Tweet,ApprovalStatus
b,25.67,3.25,u,g,c,h,2.29,f,t,1,t,g,416,21,RT @JLyonsFundMgmt: (PREMIUM) Outlining our trade strategy in $GOOG incl key levels of support &amp; resistance - via The Lyons Share $GOOGL ht…,-
a,38.92,1.665,u,g,aa,v,0.25,f,f,0,f,g,0,390,RT @Contrahour: @gmorgenson @AlderLaneeggs New motto: Don't be &lt;blatantly&gt; evil. $GOOG https://t.co/fHPBJgFCPg,-
a,15.75,0.375,u,g,c,v,1,f,f,0,f,g,120,18,RT @arnabch01: #Quantum #computing t revolutionize #AI #ML #bigdata #genomics #pharma #biotech #robotics $MSFT $GOOG $IBM #investor https:/…,-
a,28.58,3.75,u,g,c,v,0.25,f,t,1,t,g,40,154,RT @arnabch01: #AI #robotics #BigData #genomics #stemcell advances wil grtly enhance #health #wellness $GOOG $MSFT $IBM $JNJ $PFE $NVS $GSK…,-
b,22.25,9,u,g,aa,v,0.085,f,f,0,f,g,0,0,RT @arnabch01: Will advances in #AI #ML #robotics #nanotech #genomics #stemcell create selfish control freak Frankestein? $AMZN $FB $GOOG $…,-
b,29.83,3.5,u,g,c,v,0.165,f,f,0,f,g,216,0,RT @arnabch01: #AI #robotics #BigData #genomics #stemcell advances wil grtly enhance #health #wellness $GOOG $MSFT $IBM $JNJ $PFE $NVS $GSK…,-
a,23.5,1.5,u,g,w,v,0.875,f,f,0,t,g,160,0,RT @arnabch01: With #Exascale expect quantum leap in #AI #ML #robotics #Aerospace #auto #pharma $GOOG $MSFT $INTC $AAPL $AMD $AMZN $F $GM $…,-
b,32.08,4,y,p,cc,v,1.5,f,f,0,t,g,120,0,RT @arnabch01: #HPC #AI #ML #BigData may soon enable #genome editing to generate single double-stand break at specific point in #DNA $GOOG…,-
b,31.08,1.5,y,p,w,v,0.04,f,f,0,f,s,160,0,RT @arnabch01: #HPC #AI #ML #BigData may soon enable #genome editing to generate single double-stand break at specific point in #DNA $GOOG…,-
b,31.83,0.04,y,p,m,v,0.04,f,f,0,f,g,0,0,RT @arnabch01: #AI #robotics #BigData #genomics #stemcell advances wil grtly enhance #health #wellness $GOOG $MSFT $IBM $JNJ $PFE $NVS $GSK…,-
a,21.75,11.75,u,g,c,v,0.25,f,f,0,t,g,180,0,RT @arnabch01: With #Exascale expect quantum leap in #AI #ML #robotics #Aerospace #auto #pharma $GOOG $MSFT $INTC $AAPL $AMD $AMZN $F $GM $…,-
a,17.92,0.54,u,g,c,v,1.75,f,t,1,t,g,80,5,RT @arnabch01: #HPC #AI #ML #BigData may soon enable #genome editing to generate single double-stand break at specific point in #DNA $GOOG…,-
b,30.33,0.5,u,g,d,h,0.085,f,f,0,t,s,252,0,RT @arnabch01: With #Exascale expect quantum leap in #AI #ML #robotics #Aerospace #auto #pharma $GOOG $MSFT $INTC $AAPL $AMD $AMZN $F $GM $…,-
b,51.83,2.04,y,p,ff,ff,1.5,f,f,0,f,g,120,1,RT @arnabch01: #investors massive bubble in #tech be careful $AAPL $GOOG $MSFT $AMZN $FB $NFLX $TSLA $CSCO $INTC $NVDA $ZNGA $ORCL $JD $MU…,-
b,47.17,5.835,u,g,w,v,5.5,f,f,0,f,g,465,150,RT @arnabch01: #CRISPR #Cas9 offers grt hope for #Glaucoma #opthalmology #AI $MSFT $GOOG $IBM $JNJ $PFE $NVS $GSK $SNY $MRK $ABBV $TEVA $AG…,-
b,25.83,12.835,u,g,cc,v,0.5,f,f,0,f,g,0,2,RT @arnabch01: #AI #ML #BigData #HPC #robotics #genomics #stemcell #research grt hope fr #ADHD #autism #neuroscience $MSFT $GOOG $AAPL $IBM…,-
a,50.25,0.835,u,g,aa,v,0.5,f,f,0,t,g,240,117,RT @arnabch01: #AI #ML #BigData #Robotics #IoT #research to propel #world #economy from threshold of scarcity to abundance $GOOG $AAPL $MSF…,-
?,29.5,2,y,p,e,h,2,f,f,0,f,g,256,17,RT @arnabch01: #AI #BigData #HPC #IoT #robotics is core of #PrecisionMedicine and offers trillion $ growth engine for $AAPL $GOOG $MSFT $IN…,-
a,37.33,2.5,u,g,i,h,0.21,f,f,0,f,g,260,246,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,-
a,41.58,1.04,u,g,aa,v,0.665,f,f,0,f,g,240,237,RT @arnabch01: #AI #BigData #HPC #IoT #robotics is core of #PrecisionMedicine and offers trillion $ growth engine for $AAPL $GOOG $MSFT $IN…,-
a,30.58,10.665,u,g,q,h,0.085,f,t,12,t,g,129,3,RT @arnabch01: #AI #BigData #HPC #IoT #robotics is core of #PrecisionMedicine and offers trillion $ growth engine for $AAPL $GOOG $MSFT $IN…,-
b,19.42,7.25,u,g,m,v,0.04,f,t,1,f,g,100,1,RT @arnabch01: #HPC #AI #Robotics #IoT t enable  #adaptivemanufacturing go mainstream👍#EBIDTA $GOOG $MSFT $AAPL $GE $PFE $FB $PG $INTC $BA…,-
a,17.92,10.21,u,g,ff,ff,0,f,f,0,f,g,0,50,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,-
a,20.08,1.25,u,g,c,v,0,f,f,0,f,g,0,0,"It's not over until you shame $AAPL &amp; $GOOG into submission—&amp; @getongab as well as other ""hate"" banned Apps are re-… https://t.co/cebU93FBHN",-
b,19.5,0.29,u,g,k,v,0.29,f,f,0,f,g,280,364,The Top 10 Holdings In Market's Top Large-Cap Fund https://t.co/ewBiMkFspO  $AAPL $MSFT $AMZN $JNJ $FB $XOM $BRK.B $JPM $GOOGL $GOOG,-
b,27.83,1,y,p,d,h,3,f,f,0,f,g,176,537,RT @Crowd_indicator: 4 new questions have been just added! #cindicatorapp $AAPL $FB $MSFT $GOOG,-
b,17.08,3.29,u,g,i,v,0.335,f,f,0,t,g,140,2,"RT @Crowd_indicator: Will Alphabet stock close above $778.53 price on Monday, October 24? $GOOG",-
b,36.42,0.75,y,p,d,v,0.585,f,f,0,f,g,240,3,$GOOGL with ads on #FakeTraffic websites again violates the limits of morality in order to satisfy it's greedy shareholders. $goog,-
b,40.58,3.29,u,g,m,v,3.5,f,f,0,t,s,400,0,RT @arnabch01: #HPC #AI #Robotics #IoT t enable  #adaptivemanufacturing go mainstream👍#EBIDTA $GOOG $MSFT $AAPL $GE $PFE $FB $PG $INTC $BA…,-
b,21.08,10.085,y,p,e,h,1.25,f,f,0,f,g,260,0,RT @arnabch01: Many more #womenintech #WomenInSTEM #womeninbiz needed in #AI #BigData #IoT #robotics #tech #Fortune500 $GOOG $MSFT $FB $AAP…,-
a,22.67,0.75,u,g,c,v,2,f,t,2,t,g,200,394,RT @JLyonsFundMgmt: (PREMIUM) Outlining our trade strategy in $GOOG incl key levels of support &amp; resistance - via The Lyons Share $GOOGL ht…,-
a,25.25,13.5,y,p,ff,ff,2,f,t,1,t,g,200,1,RT @Contrahour: @gmorgenson @AlderLaneeggs New motto: Don't be &lt;blatantly&gt; evil. $GOOG https://t.co/fHPBJgFCPg,-
b,17.92,0.205,u,g,aa,v,0.04,f,f,0,f,g,280,750,RT @arnabch01: #Quantum #computing t revolutionize #AI #ML #bigdata #genomics #pharma #biotech #robotics $MSFT $GOOG $IBM #investor https:/…,-
b,35,3.375,u,g,c,h,8.29,f,f,0,t,g,0,0,RT @arnabch01: #AI #robotics #BigData #genomics #stemcell advances wil grtly enhance #health #wellness $GOOG $MSFT $IBM $JNJ $PFE $NVS $GSK…,-
